adarb1_n,akt_n,ampka_n,arc_n,acetylh3k9_n,bax_n,behavior,camkii_n,cdk5_n,cana_n,erbb4_n,gfap_n,gsk3b_n,genotype,glur3_n,glur4_n,il1b_n,itsn1_n,mtor_n,nr1_n,numb_n,p3525_n,p70s6_n,psd95_n,rrp1_n,rsk_n,s6_n,shh_n,snca_n,syp_n,tiam1_n,tau_n,treatment,ubiquitin_n,nnos_n,pakt_n,pcamkii_n,pcasp9_n,pelk_n,pgsk3b_n,pgsk3b_tyr216_n,pjnk_n,pmek_n,pmtor_n,pnr2a_n,pnumb_n,ppkcab_n,ppkcg_n,ps6_n,class
1.364616746,0.912609357,0.456827691,0.114036058,0.147494746,0.213140139,C/S,0.421833397,0.338734653,2.009125097,0.155513771,0.143457582,2.475751236,Control,0.251576153,0.149264462,0.471076208,2.48868391,0.45768353,3.126093572,0.230284261,0.278121889,1.315507134,2.060833979,0.183054972,0.178109547,0.442373631,0.20351731,0.132507466,0.540592855,0.465100799,0.357150758,Saline,1.08776684,0.182612543,0.20977558,3.153290224,1.423459794,4.497337391,0.218172768,1.119898241,0.307626474,0.289748954,0.772251807,0.706352225,0.386268543,2.150912895,1.335637651,0.114036058,0
1.100861009,0.678459002,0.375805726,0.118081181,0.264804077,0.187752592,S/C,0.363663619,0.344842734,1.516605166,0.159198735,0.125021965,1.19412382,Ts65Dn,0.204357758,0.12475839,0.532683184,0.659571279,0.435317044,2.183930445,0.212616412,0.315761729,1.090230188,2.274556317,0.170268846,0.179883076,0.580477948,0.209717097,0.154893692,0.444913021,0.431419577,0.322263223,Saline,1.154190828,0.193551221,0.236546245,3.384350172,1.65761729,1.250487183,0.179230364,1.043401863,0.329785639,0.300554639,0.717133863,0.709488832,0.377004947,1.489881577,2.597873836,0.118081181,0
1.177954698,0.708202443,0.346247818,0.125588697,0.8288854,0.177394035,S/C,0.37382199,0.259699484,1.270127831,0.181206549,0.124355237,1.02600349,Ts65Dn,0.200605517,0.118972864,0.608432384,0.535951134,0.394764398,2.378359511,0.175263512,0.268333707,0.961650594,2.382036331,0.16584436,0.194066318,0.501457726,0.200044853,0.153621888,0.473536667,0.416753927,0.384951783,Memantine,1.323278762,0.195335277,0.259162304,4.00069808,1.742206773,1.281326353,0.163377439,0.750840996,0.329319372,0.289354276,0.769808028,0.871204188,0.328097731,0.972949389,1.57625028,0.125588697,0
1.007273672,0.589580433,0.325114337,0.112871802,0.307182751,0.169112872,C/S,0.408629946,0.285231848,1.502662683,0.14235615,0.133004286,1.254324915,Ts65Dn,0.188336148,0.101311859,0.41628783,0.679459137,0.379200636,2.194273215,0.163787505,0.255877387,0.646187817,1.940771529,0.18262112,0.188307815,0.555526692,0.221846993,0.135342252,0.432134043,0.398488765,0.177035979,Memantine,1.153266658,0.142745811,0.231059853,6.074567508,1.064943499,1.498309803,0.197817898,0.820885829,0.310001988,0.285742692,0.614635116,0.617617817,0.3543448,2.346390933,2.050266268,0.112871802,0
0.900093956,0.662351249,0.344841114,0.113059818,0.089884122,0.178750391,C/S,0.355433503,0.302067022,1.626918259,0.147823364,0.11807078,1.426703282,Ts65Dn,0.203805199,0.112511744,0.446523645,1.165424349,0.389695305,2.250948084,0.225023489,0.240291262,1.054807391,2.339336048,0.144065142,0.16019354,0.609379894,0.211634826,0.127701221,0.331663013,0.372956715,0.24600689,Saline,1.173191356,0.203178829,0.188962992,2.193801491,1.295411838,2.039623382,0.166144692,0.780848732,0.279717536,0.213547797,0.666666667,0.633320256,0.369687459,1.481496012,0.96280927,0.113059818,0
1.463417169,0.899677535,0.385524901,0.138224901,0.066722095,0.186863438,S/C,0.426549624,0.287881937,1.317605487,0.157867387,0.108501351,1.174847725,Control,0.208896279,0.115880274,0.545001039,0.506270154,0.480652096,2.788427087,0.193099148,0.279567657,0.907399709,2.547391395,0.136977759,0.208885704,0.292039077,0.205154853,0.162336313,0.533464976,0.391078466,0.165142382,Saline,1.358449387,0.21367699,0.291651738,3.666965245,1.677302016,1.304012899,0.154125961,0.800561214,0.358294518,0.324793981,0.846829094,0.927982802,0.293264063,1.32353995,1.453024319,0.138224901,0
0.899017592,0.547536996,0.343807014,0.094356865,0.144391135,0.183801691,C/S,0.362659639,0.298377884,1.613548092,0.128169979,0.119716701,1.231096696,Control,0.235549463,0.134110121,0.429403701,0.513277924,0.428137036,2.072572471,0.144505369,0.250628284,0.662097327,1.861549006,0.169979438,0.169673627,0.275416952,0.190769934,0.126799178,0.385423806,0.406649098,0.125999543,Memantine,0.940370117,0.149988577,0.229474965,1.724508413,1.326707791,1.31867018,0.173292209,0.842472013,0.290289884,0.271234543,0.693087371,0.449422258,0.341374417,1.756132171,1.902901531,0.094356865,0
0.840754447,0.540448538,0.357829395,0.084397756,0.075564044,0.102303927,C/S,0.255106127,0.23779396,0.790975289,0.117225737,0.118180733,1.012615138,Control,0.128208189,0.072579682,0.374955235,0.471165398,0.482979575,1.860032038,0.149576221,0.224662767,0.471171064,1.321952966,0.159842426,0.130556668,0.264653217,0.183717321,0.136325654,0.277665035,0.419703644,0.100155187,Memantine,0.856870001,0.119493852,0.218261914,2.610132159,0.971588874,1.020024029,0.125462576,0.640921571,0.276131358,0.25030036,0.65999199,0.5969163,0.334601522,1.727673208,1.843738809,0.084397756,0
1.915812234,0.704296875,0.381510417,0.113412848,0.147101904,0.195787124,C/S,0.362630208,0.328799609,2.064797377,0.153797866,0.120457557,1.484244792,Ts65Dn,0.249564065,0.128897259,0.528074214,0.68984375,0.475520833,2.6703125,0.206737811,0.322103648,0.938062356,2.528841459,0.156099602,0.167578125,0.425263305,0.228290437,0.145497663,0.530027202,0.399348958,0.162516566,Memantine,1.304456999,0.184975936,0.238802083,4.159635417,1.555346307,1.363541667,0.173676501,0.932063891,0.357421875,0.285677083,0.763151042,0.945833333,0.37890625,2.624609375,2.065634373,0.113412848,0
0.987113092,0.58976598,0.335137967,0.098639046,0.080573287,0.179573648,C/S,0.359937129,0.300855113,1.818017584,0.133325304,0.120799711,1.513971359,Ts65Dn,0.19065398,0.092858003,0.39865109,0.885260217,0.38822913,2.281348236,0.160062628,0.251836686,0.849211129,1.988437914,0.150066241,0.181103737,0.387450319,0.172588221,0.119836204,0.42490666,0.406217255,0.168854631,Memantine,1.061664459,0.175960496,0.227383863,2.292699965,1.459352041,1.649493538,0.185836445,0.897266048,0.288857841,0.285888928,0.677261614,0.494236815,0.342996856,1.811037373,1.818258461,0.098639046,0
1.140337374,0.809296782,0.380929678,0.134244115,0.131293695,0.181707395,S/C,0.349344458,0.270284138,0.924187031,0.148803797,0.113655314,1.037425507,Control,0.266243346,0.131357835,0.504329421,0.511084625,0.476877235,2.681883194,0.18696684,0.29228401,1.014238984,2.29670964,0.151625938,0.141835518,0.343723943,0.251555385,0.18401642,0.43024822,0.38772348,0.169585017,Saline,1.21069848,0.18696684,0.18533969,3.551489869,1.330190495,1.428843862,0.136937977,0.760631133,0.284982122,0.247318236,0.870441001,0.954469607,0.281644815,1.17318236,1.146174075,0.134244115,0
0.871270944,0.764285714,0.413945578,0.14139763,0.055986923,0.158357172,S/C,0.469047619,0.243154884,1.072537801,0.158357172,0.127707397,1.139115646,Control,0.267470372,0.132815693,0.643849612,0.519727891,0.624829932,2.565306122,0.142419289,0.303024111,0.867592971,2.355537393,0.153248876,0.227891156,0.226604005,0.303228443,0.21046179,0.490805067,0.482993197,0.159991827,Memantine,1.457294647,0.179812015,0.326530612,5.101360544,1.697793216,1.545238095,0.13812832,0.82631794,0.401360544,0.356122449,1.02244898,0.889455782,0.402380952,1.18537415,1.470780548,0.14139763,0
0.865654081,0.844313395,0.304465038,0.127928121,0.102256926,0.187827575,S/C,0.361920809,0.288587015,1.429992513,0.162905124,0.120975505,1.030497051,Control,0.210182907,0.11306022,0.615359932,0.441786015,0.390227464,2.296545914,0.173173601,0.272221628,0.974221842,2.360573323,0.155417692,0.164616681,0.324740614,0.261418334,0.154561985,0.465183442,0.337657961,0.173494491,Saline,1.279602096,0.196598567,0.229149115,2.99663016,1.601668628,1.216175232,0.153920205,0.900951973,0.286267902,0.264700927,0.694692502,0.651221567,0.260994103,1.198989048,1.168253289,0.127928121,0
2.208212905,0.84093275,0.44999653,0.11673736,0.116624751,0.186216734,C/S,0.358178916,0.371457528,1.726962201,0.160804775,0.11343418,1.42334652,Ts65Dn,0.200968432,0.13389137,0.48661837,0.980428899,0.462558123,2.995766535,0.260688413,0.327840547,1.245561353,2.193198454,0.136631508,0.18509265,0.56011411,0.201118577,0.156187831,0.603543411,0.500381706,0.244585413,Saline,1.06486243,0.171990541,0.201540704,1.973905198,1.65609399,1.664098827,0.177395743,0.871814121,0.355541675,0.276424457,0.780484419,0.907696579,0.399264349,2.350544798,2.015239668,0.11673736,0
1.399093965,0.719029204,0.360848113,0.134005553,0.134297823,0.184860441,S/C,0.31137485,0.253982172,0.978225924,0.161405816,0.103463393,1.104947326,Ts65Dn,0.218909835,0.121291831,0.558526962,0.649019869,0.474996666,2.088145086,0.17156218,0.27845974,1.199473915,2.042306006,0.133421014,0.126683558,0.353061523,0.253836037,0.16739734,0.430001461,0.453793839,0.230016075,Memantine,1.302645039,0.206999854,0.216428857,4.769569276,1.784158995,1.31857581,0.122314774,0.889010668,0.309641286,0.243365782,0.868649153,0.81557541,0.303240432,1.19402587,1.563276341,0.134005553,0
1.927401158,0.611172363,0.319551635,0.10615128,0.296379869,0.192288826,C/S,0.332965821,0.298930639,1.793780045,0.153634847,0.120376729,1.337375965,Control,0.180319827,0.095555774,0.468753066,0.489893422,0.433112826,2.111172363,0.154615913,0.274992642,0.731384283,2.083586775,0.13283626,0.165012863,0.436672226,0.215834396,0.124104778,0.461885608,0.382579934,0.180319827,Saline,1.186598646,0.1274404,0.228959941,2.499632488,1.366231728,1.161153988,0.160404199,0.927499264,0.299338479,0.266629915,0.660786476,0.521131937,0.356486586,2.082322675,2.086628078,0.10615128,0
1.288851684,0.703555941,0.376235906,0.136202482,0.0710065,0.173823124,S/C,0.383521249,0.275654914,1.031219224,0.161118771,0.091491038,1.25481353,Ts65Dn,0.203171164,0.103506007,0.529249557,0.66764961,0.476843018,2.572072853,0.175300374,0.27082923,1.067461099,2.568938349,0.116899744,0.186470078,0.331298011,0.201792397,0.156293086,0.433326768,0.443018213,0.154618869,Memantine,1.45893244,0.215875517,0.273720729,5.249956635,1.726117786,1.392541197,0.128619263,0.820858775,0.383000867,0.324891587,0.886383348,0.948135299,0.328360798,1.292454467,1.778412448,0.136202482,0
1.138038337,0.584632312,0.326792591,0.113144137,0.187204381,0.171023152,S/C,0.329910141,0.298854867,1.072068708,0.140527757,0.122354991,1.049514029,Ts65Dn,0.264002987,0.158451581,0.472118496,0.482119934,0.464881716,2.145424537,0.147373662,0.294622853,0.723300971,2.22193179,0.185959671,0.16321291,0.4339059,0.200522778,0.153597212,0.459546926,0.477168531,0.168907145,Saline,1.256659198,0.164799602,0.233449477,4.316889785,1.646626836,1.244452595,0.169405029,0.87901419,0.307720521,0.276545021,0.747845223,0.680359435,0.35723455,1.363102879,2.263878516,0.113144137,0
1.153875094,0.74681713,0.374131944,0.132994733,0.102332581,0.156884876,S/C,0.394097222,0.306809631,1.196952596,0.168171558,0.12434161,0.968171296,Control,0.308878856,0.164973664,0.632242287,0.4609375,0.56712963,2.44849537,0.147667419,0.309819413,0.843491347,2.418171558,0.145221971,0.204282407,0.241911211,0.283295711,0.2086155,0.503386005,0.40162037,0.169300226,Saline,1.304552295,0.191685478,0.258101852,2.607349537,1.615124153,1.202835648,0.146538751,0.804552295,0.344618056,0.308738426,0.853877315,0.748553241,0.34693287,1.103877315,1.126410835,0.132994733,0
0.737226277,0.638211382,0.270060092,0.115805727,0.532987086,0.182762493,S/C,0.330858961,0.319062325,1.364823133,0.1603032,0.134896126,0.993107105,Ts65Dn,0.207748456,0.134475014,0.503649635,0.463591375,0.380169671,2.092082008,0.209432903,0.326361595,0.787900056,2.578046042,0.19665918,0.165606221,0.654548007,0.275547445,0.167181359,0.374087591,0.340756451,0.411285794,Saline,1.261650758,0.18935991,0.211735596,2.483739837,1.323554183,1.057971014,0.178130264,0.962942167,0.294096854,0.261223047,0.599328385,0.510604454,0.260516083,1.241958289,2.630825379,0.115805727,0
1.84516129,0.80010699,0.388819544,0.139255583,0.399801489,0.198858561,S/C,0.344240371,0.302084367,1.200942928,0.166550868,0.122878412,1.228780314,Control,0.233895782,0.156724566,0.536277916,0.475838088,0.487785307,2.643455777,0.213647643,0.324119107,1.038014888,2.365558313,0.148883375,0.14711127,0.512655087,0.248039702,0.148188586,0.552158809,0.39978602,0.307791563,Saline,1.413498759,0.199305211,0.222450071,5.703905136,1.534243176,1.215228245,0.162679901,0.903722084,0.311162625,0.283256063,0.773805278,0.821594151,0.385074893,1.667261056,2.063473945,0.139255583,0
0.974675875,0.76067908,0.35388828,0.119350539,0.587180419,0.188537502,S/C,0.377875137,0.330001212,1.360293227,0.164849146,0.116987762,1.218510405,Ts65Dn,0.231188659,0.147340361,0.536411002,0.634173056,0.465607886,2.715334064,0.248697443,0.35447716,1.097479704,2.530110263,0.169756452,0.16856517,0.755785775,0.238155822,0.138555677,0.398097661,0.443154436,0.397128317,Saline,1.240760935,0.202290076,0.223658269,3.683351588,1.503816794,1.273493976,0.159093663,0.905428329,0.361007667,0.290799562,0.73143483,0.71577218,0.338773275,1.452245345,2.320913607,0.119350539,0
0.998971193,nan,nan,0.118606702,0.236625514,0.184744268,S/C,nan,0.335390947,1.443268665,0.164756026,0.128453851,nan,Ts65Dn,0.191504997,0.115226337,0.536890065,nan,nan,nan,0.189153439,0.322163433,1.009553204,2.149176955,0.183421517,nan,0.525279248,0.194444444,0.168577307,0.422986479,nan,0.289535567,Saline,1.224867725,0.190917108,nan,nan,1.504703116,nan,0.191798942,0.997942387,nan,nan,nan,nan,nan,nan,2.636243386,0.118606702,0
1.317706455,0.787264603,0.511969358,0.117345835,0.387234043,0.185647313,S/C,0.415416534,0.28344753,0.85712225,0.130328164,0.128885683,1.195818704,Ts65Dn,0.203245582,0.150450775,0.356797692,0.565751676,0.530641558,2.709224386,0.194807068,0.278326722,0.83577353,1.870032456,0.210025243,0.187839132,0.290010819,0.234331049,0.14626758,0.428344753,0.60932014,0.236855391,Saline,1.252939055,0.173025604,0.248483881,6.335142036,1.282654165,1.600383019,0.166534439,0.736602957,0.342483243,0.308011491,0.83338653,0.724545164,0.460740504,1.897223109,1.943526866,0.117345835,0
1.572585457,0.599543031,0.342269612,0.133066235,0.2457591,0.167760634,C/S,0.338613861,0.312846305,1.545307305,0.161282073,0.123604126,1.432597106,Control,0.217798994,0.11985338,0.502088484,0.757044935,0.402437167,2.437319117,0.186684852,0.32870173,0.944591254,2.30406615,0.149688859,0.166031988,0.593470292,0.230756116,0.153439604,0.490665757,0.372124905,0.216435087,Memantine,1.310970932,0.223425113,0.269916222,3.377303884,1.721677606,1.62604722,0.159577189,0.943568323,0.3229246,0.300380807,0.736024372,0.60624524,0.349276466,2.249961919,2.485124883,0.133066235,0
1.272807683,0.594282469,0.36312003,0.115365176,0.14114228,0.156810715,C/S,0.398712609,0.291761435,1.395628001,0.147712914,0.12345211,1.317493374,Control,0.251579479,0.133687137,0.48003538,0.633661492,0.450586899,2.464407421,0.148344706,0.327268132,0.686884003,2.102350265,0.153019965,0.16584627,0.362901188,0.241723528,0.162244124,0.433030073,0.435062476,0.154536265,Saline,1.015921152,0.156305282,0.121544869,2.717531238,1.222011625,1.554146157,0.164518575,0.891458175,0.248201439,0.25596365,0.736842105,0.571563802,0.357251041,2.416508898,2.606393733,0.115365176,0
1.138638956,0.741647159,0.377314322,0.10822456,0.193638322,0.177924217,S/C,0.444349862,0.295146369,1.185527816,0.148650361,0.130781903,1.125133007,Ts65Dn,0.180332024,0.10784438,0.487897605,0.538838051,0.472866567,2.208129389,0.143327842,0.29020403,0.794829553,1.960714738,0.190343429,0.19110449,0.253706755,0.230642504,0.143201115,0.47446458,0.459246648,0.174882778,Saline,1.426054999,0.161829933,0.285592679,5.23409236,1.808769484,1.401787614,0.182866557,0.905335192,0.394552032,0.322834646,0.812726112,0.743349649,0.384762715,2.088103852,2.376251426,0.10822456,0
0.996582088,0.770797028,0.325598459,0.125535859,0.408874986,0.188332754,S/C,0.308355498,0.327018885,1.32255822,0.159541189,0.120148303,1.021370265,Ts65Dn,0.223380837,0.157687406,0.572818909,0.584518023,0.429147941,2.02806567,0.221295331,0.32336925,0.95220716,2.414957711,0.171069401,0.149867009,0.758313058,0.286003939,0.146738501,0.400069517,0.409061726,0.287104623,Saline,1.147781254,0.195342371,0.215078419,3.234522608,1.564071371,0.921948088,0.165681845,0.896999189,0.279097496,0.265248097,0.627441988,0.619645969,0.306796295,1.245437036,2.171127332,0.125535859,0
1.244559084,0.739221322,0.373138228,0.154118975,0.110752862,0.184749315,S/C,0.457799843,0.318877962,1.08350798,0.179429308,0.137675318,1.146590018,Ts65Dn,0.282766403,0.155731098,0.693374174,0.598902535,0.536974131,2.288476614,0.155247461,0.30066097,0.974850879,2.551184911,0.183298404,0.202508492,0.314686442,0.254393036,0.212477833,0.505561825,0.457277241,0.193615992,Memantine,1.493148477,0.186200226,0.281944082,4.609354586,1.765436079,1.34073687,0.1649202,0.99790424,0.359550562,0.331852626,0.947217141,0.697151816,0.36320878,1.238306768,1.431404159,0.154118975,0
0.855143923,0.667357513,0.346943005,0.130063966,0.098747335,0.169509595,S/C,0.409533679,0.279450959,1.005197228,0.162046908,0.103411514,1.115025907,Control,0.213885928,0.095015991,0.547841151,0.43357513,0.446217617,2.369533679,0.161913646,0.257196162,1.007462687,2.438566098,0.134594883,0.198963731,0.3054371,0.207489339,0.154984009,0.460421109,0.353160622,0.193230277,Memantine,1.361807036,0.17750533,0.264455959,4.596683938,1.471481876,1.305699482,0.143523454,0.853011727,0.334093264,0.300725389,0.74507772,0.771813472,0.306528497,1.129948187,1.730943497,0.130063966,0
0.925502943,0.5562026,0.285617551,0.111657735,0.308091013,0.189141703,C/S,0.33071506,0.325485373,1.858736713,0.162786612,0.118685759,1.167930661,Ts65Dn,0.213300536,0.129842748,0.511200914,0.710455038,0.3875948,2.15804442,0.212949135,0.307476061,1.093384872,2.355881578,0.163138013,0.157908992,0.548537292,0.231397698,0.137749275,0.526574717,0.404523294,0.232451902,Saline,1.191601511,0.210577176,0.257990249,4.263949079,1.933145919,1.276408451,0.172537995,0.815690064,0.385021668,0.269366197,0.724404117,0.850758397,0.350216685,2.247833153,2.905648774,0.111657735,0
1.159770284,0.594841592,0.314175467,0.137976734,1.003681343,0.183183625,S/C,0.380787977,0.257399499,1.301133854,0.19010455,0.134884406,0.936433794,Ts65Dn,0.193196878,0.116477691,0.662788985,0.490251828,0.403330626,2.113119415,0.167574731,0.308791047,0.878221175,2.422618171,0.188779267,0.195775792,0.596230305,0.217493742,0.155794434,0.485495509,0.37997563,0.40951259,Memantine,1.410101605,0.190546311,0.264419171,3.487611698,1.819908703,1.114541024,0.171697835,0.806361361,0.329000812,0.311738424,0.758529651,0.754467912,0.305645816,0.9518684,1.572964217,0.137976734,0
1.014331551,0.739369838,0.348424595,0.137112299,0.065882353,0.152941176,S/C,0.450596513,0.280641711,1.265026738,0.182459893,0.112299465,1.062710309,Ts65Dn,0.200427807,0.099465241,0.743957219,0.550321199,0.486693178,2.449984705,0.154224599,0.315508021,0.890053476,2.736042781,0.140962567,0.22636892,0.298181818,0.35828877,0.219037433,0.425668449,0.402875497,0.157219251,Memantine,1.432513369,0.189304813,0.338329764,5.233404711,1.668449198,1.376873662,0.150588235,0.941176471,0.373508718,0.349342307,0.856531049,0.821963903,0.332517589,1.173447537,1.659893048,0.137112299,0
1.068576499,0.703177258,0.35493311,0.114843453,0.192039549,0.172518697,S/C,0.388586957,0.294460641,1.251869692,0.145772595,0.127519331,1.127717391,Ts65Dn,0.178349601,0.110153378,0.516034985,0.536162207,0.468018395,2.115593645,0.146659906,0.262897706,0.749017619,1.978324249,0.195335277,0.191680602,0.290657878,0.25617949,0.143744454,0.460134364,0.442934783,0.179743947,Saline,1.416909621,0.160096337,0.300585284,5.220735786,1.828622132,1.305392977,0.181898846,0.92838129,0.378971572,0.345735786,0.788879599,0.741638796,0.383779264,1.971780936,2.363924452,0.114843453,0
1.244932214,0.574087863,0.364854803,0.122659781,0.148482892,0.173789542,C/S,0.390171258,0.306907682,1.469076824,0.156617172,0.134280181,1.322040208,Control,0.255907037,0.137766301,0.492834087,0.6591586,0.476917349,2.431124348,0.156617172,0.322788896,0.674499677,2.177017431,0.154680439,0.162881608,0.37908328,0.245706908,0.154163977,0.436668819,0.42740134,0.155584248,Saline,1.048676566,0.170432537,0.218540581,2.644080417,1.273595868,1.459605361,0.166042608,0.912588767,0.245160089,0.276433358,0.703834698,0.562174237,0.347356664,2.271779598,2.645190445,0.122659781,0
1.913868414,0.70420712,0.33605178,0.113704614,0.08039858,0.171444171,C/S,0.322459547,0.291973792,1.49952225,0.165438165,0.115069615,1.352621359,Ts65Dn,0.234575485,0.134316134,0.498771499,0.821877023,0.425242718,2.377734628,0.226726727,0.26992902,1.257712258,2.175812176,0.155473655,0.122459547,0.594594595,0.193352443,0.128651379,0.396396396,0.417087379,0.245154245,Saline,0.960960961,0.153835654,0.175533981,2.051779935,1.711711712,1.553786408,0.159363909,0.828078078,0.267702265,0.216828479,0.69618123,0.668349515,0.39171521,1.397928803,0.803371553,0.113704614,0
1.054943191,0.553361261,0.321563934,0.11836527,0.341529591,0.190605393,S/C,0.351486136,0.240291674,1.081227743,0.158046464,0.12667458,0.878515859,Control,0.19077497,0.094115652,0.599457351,0.376820267,0.370835827,1.811689607,0.153976598,0.272341869,0.870612176,2.253349161,0.174156351,0.182724915,0.343394947,0.203493302,0.169577751,0.45395964,0.333732296,0.268950314,Memantine,1.412921825,0.173986773,0.22481548,4.246758428,1.439545532,1.101137044,0.155841954,0.803289808,0.323159785,0.286854179,0.686814283,0.831637742,0.289846399,1.027727907,1.945565542,0.11836527,0
1.222967309,0.584065041,0.336260163,0.115674769,0.198449288,0.191114837,C/S,0.41495935,0.308466052,1.351215423,0.152975692,0.155699916,0.948943089,Ts65Dn,0.129295893,0.10729254,0.526194468,0.550894309,0.435447154,1.929105691,0.179170159,0.33319363,0.814543168,2.135792121,0.195305951,0.209105691,0.632648785,0.27116513,0.19928751,0.397527242,0.391544715,0.190905281,Saline,1.397317687,0.134115675,0.28097561,2.504390244,1.263202012,1.412682927,0.222967309,0.793378039,0.324227642,0.304390244,0.731056911,0.623089431,0.40097561,1.18504065,1.342414082,0.115674769,0
0.958603312,0.666205752,0.449668142,0.14524838,0.07199424,0.127069834,C/S,0.397123894,0.337832973,1.392008639,0.143988481,0.12562995,0.981747788,Control,0.248560115,0.130849532,0.602051836,0.470409292,0.538440265,1.966537611,0.144168467,0.308315335,0.841432685,2.063714903,0.165226782,0.178650442,0.302915767,0.244780418,0.181425486,0.506839453,0.458517699,0.153347732,Memantine,1.362491001,0.156407487,0.255807522,3.375553097,1.46850252,1.152931416,0.154967603,0.786897048,0.349557522,0.287887168,0.847345133,0.708794248,0.499170354,1.049778761,0.821634269,0.14524838,0
1.12344457,0.672402205,0.354214276,0.106476244,0.175692873,0.183823529,C/S,0.357171663,0.28803733,1.816388575,0.13956448,0.115243213,1.447909665,Control,0.236849548,0.13645362,0.478577489,0.62817583,0.404489851,2.38593897,0.162330317,0.244485294,0.77969457,2.003535068,0.150593891,0.156875924,0.332367081,0.190469457,0.120687217,0.439833145,0.412824304,0.130514706,Memantine,0.920178167,0.174844457,0.218577766,2.14128243,1.507777149,1.442398172,0.186792986,0.843679299,0.289823901,0.26683694,0.674418605,0.521306627,0.347224089,1.968275306,1.634615385,0.106476244,0
0.846391565,0.588595664,0.284637135,0.113070351,0.082348664,0.164333757,C/S,0.393261074,0.275949827,1.583348482,0.13924741,0.128703872,1.236569274,Ts65Dn,0.196691511,0.11197964,0.450281767,0.912582469,0.362865221,1.926720075,0.185420833,0.270496273,0.989638248,2.299400109,0.170696237,0.185673893,0.610979822,0.236138884,0.151790584,0.379203781,0.331526861,0.233230322,Saline,1.197236866,0.157789493,0.200282752,2.011074458,1.237047809,1.959707823,0.176876931,0.844937284,0.289820924,0.268850141,0.643261074,0.510603205,0.317389255,1.355560792,0.947100527,0.113070351,0
1.044622793,0.546836685,0.312408043,0.109791332,0.211556982,0.146869984,C/S,0.356547327,0.290208668,1.530497592,0.151685393,0.116853933,1.37567435,Control,0.207704655,0.105617978,0.540288925,0.678273664,0.417851888,2.210397254,0.163402889,0.294542536,0.848154093,2.185874799,0.134028892,0.201324179,0.543338684,0.272873194,0.156340289,0.452327448,0.347964689,0.1894061,Memantine,1.224398074,0.205457464,0.29328102,3.000490436,1.748796148,1.435998038,0.160192616,1.043017657,0.324423737,0.317312408,0.685875429,0.525747916,0.362432565,2.051986268,2.51540931,0.109791332,0
0.66959799,0.444361324,0.315129979,0.103912419,0.208542714,0.124910266,C/S,0.257153544,0.21931084,1.14626705,0.143575018,0.126884422,0.927061904,Control,0.192390524,0.092964824,0.532842785,0.361698148,0.432766037,1.711052927,0.142677674,0.322684853,0.710337401,1.895190237,0.139088299,0.127922199,0.410624551,0.279612347,0.170495334,0.366475233,0.34224799,0.177853553,Memantine,1.051687006,0.147523331,0.173181223,2.377033851,1.283740129,0.813727324,0.139267767,0.836145011,0.227791285,0.197306901,0.620160838,0.437815598,0.316813166,1.51973069,2.202440775,0.103912419,0
1.115747567,0.603641457,0.306522609,0.138307284,0.849896786,0.177381303,S/C,0.370748299,0.259510469,1.254792097,0.189324683,0.136095547,0.926770708,Ts65Dn,0.188439988,0.118254202,0.648333825,0.478991597,0.397559024,2.087635054,0.176496609,0.296520201,0.873193748,2.50339133,0.190651725,0.18467387,0.553524034,0.219846653,0.158507815,0.489973459,0.361744698,0.418902978,Memantine,1.450014745,0.183869065,0.259303721,3.491596639,1.839722796,1.106842737,0.174137423,0.842819227,0.317326931,0.293917567,0.74909964,0.743097239,0.294317727,0.926170468,1.564730168,0.138307284,0
1.004477135,0.553900088,0.301051709,0.120136446,0.1027609,0.157659098,S/C,0.251679813,0.234516576,0.926980066,0.146786057,0.095832001,0.748174116,Control,0.237074939,0.105532459,0.630956188,0.290534619,0.379491674,1.670464505,0.148278435,0.241871869,0.996482251,2.139643961,0.140496749,0.111744084,0.266282912,0.200405074,0.158405287,0.400277156,0.313321648,0.146253065,Memantine,1.241019081,0.188466048,0.170172363,3.738971662,1.904594393,0.879199533,0.129623707,0.785417333,0.269062226,0.211510371,0.67163307,0.754747298,0.253724803,0.901840491,1.143374907,0.120136446,0
1.773297491,0.696229197,0.462818622,0.108086918,0.292898746,0.19186828,C/S,0.420054771,0.284610215,1.30577957,0.147401434,0.132952509,1.306720034,Control,0.162074373,0.098678315,0.435259857,0.66231304,0.560985886,2.195070571,0.15109767,0.322692652,0.771841398,1.874887993,0.186827957,0.191278702,0.281025986,0.231518817,0.150425627,0.396953405,0.571940173,0.165546595,Saline,1.157930108,0.154905914,0.300821572,3.976195492,1.413082437,1.867073941,0.170922939,0.734206989,0.375816305,0.32462608,0.866441963,0.931746366,0.464293238,2.610069518,2.444780466,0.108086918,0
1.116324536,0.620430108,0.395340502,0.128054741,0.189638319,0.155751059,S/C,0.457706093,0.302378625,1.170413816,0.168132942,0.175301401,0.885304659,Control,0.170087977,0.105246008,0.732811991,0.370967742,0.513978495,1.987455197,0.134897361,0.349951124,0.81068752,2.464646465,0.258716194,0.244802867,0.245356794,0.281850766,0.235255784,0.551645487,0.430824373,0.230694037,Memantine,1.715868361,0.159009449,0.321146953,4.501075269,2.263929619,1.479928315,0.176278918,0.906484197,0.402508961,0.358422939,0.91218638,1.06344086,0.398924731,1.261648746,1.98989899,0.128054741,0
